Undulator_gap	Fundemental_energy
6.50103	1.5102125870540446
7.000031	1.6775656435021171
7.5000380000000005	1.8492649953058502
8.000022	2.021477946028269
8.499997	2.1917263645990372
9.000046	2.3571794818925755
9.500006	2.5170051431675886
9.999997	2.6679866330349413
10.500049	2.810676034148935
11.000028	2.94268599561436
11.500028	3.066538939714975
12.000094000000001	3.1785996586454246
